source_index,OG_sent,simple_sent(prompt1),simple_sent(prompt2),Prompt1,Prompt2,Model
83220,"The organization received a boost in prestige when President Andrew Jackson invited his Postmaster General, William T. Barry, to sit as a member of the Cabinet in 1829.","The organization became more respected when President Andrew Jackson asked his Postmaster General, William T. Barry, to join the Cabinet in 1829.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
136280,"His main preoccupation was how to free Germany from the burden of reparations payments to Britain and France, imposed by the Treaty of Versailles.",He mainly worried about freeing Germany from paying reparations to Britain and France from the Treaty of Versailles.,,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
156219,It was hit quite badly by the 2005 Pakistan Earthquake.,The 2005 Pakistan Earthquake caused a lot of damage.,,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
72652,"In subsequent years, international Test cricket has generally been organised as bilateral series: a multilateral Test tournament was not organised again until the quadrangular Asian Test Championship in 1999.","Since then, international Test cricket has mainly been organized as bilateral series, with a multilateral tournament happening again in 1999.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
79337,"In the United States, the sawmill was introduced soon after the colonisation of Virginia by recruiting skilled men from Hamburg.","In the U.S., sawmills started after Virginia was colonized by bringing skilled workers from Hamburg.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
58453,"Xanthan gum is a common ingredient in fake blood recipes, and in gunge or slime.",Xanthan gum is a common ingredient in recipes for fake blood and slime.,,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
71503,Many mosques throughout the United States welcome non-Muslims as a sign of openness to the rest of the community as well as to encourage conversions to Islam.,Many mosques in the U.S. welcome non-Muslims to show openness and encourage conversions to Islam.,,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
125041,The Sims Bustin' Out is the second title in The Sims console series.,The Sims Bustin' Out is the second game in The Sims console series.,,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
89981,"Throughout the Graeco-Roman world, Isis became one of the most significant of the mystery religions, and many classical writers refer to her temples, cults, and rites.","In the Graeco-Roman world, Isis was an important mystery religion, and many classical writers mentioned her temples and rites.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
71642,Violaines is a commune in the Pas-de-Calais department in the Nord-Pas-de-Calais region of France.,Violaines is a small town in the Pas-de-Calais department in France.,,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
153236,"The Embassy argued that the charge is a form of taxation, not a charge for a service, and diplomats and their staff are therefore exempt under the 1961 Vienna Convention on Diplomatic Relations.","The Embassy said the charge is a tax, not a service fee, so diplomats are exempt from it under the 1961 Vienna Convention.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
139868,A tropical cyclone struck Puerto Rico on July 23.,A tropical storm hit Puerto Rico on July 23.,,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
123316,"A small number of articles might make Wikipedia 1.0, but the vast majority will not and for the balance there is no deadline.","A few articles might become part of Wikipedia 1.0, but most won’t, and there is no deadline for the rest.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
120085,"Wiley's Well is a remote, natural artesian well in the Colorado Desert of Southern California as well as the name of the region immediately surrounding it.","Wiley's Well is a natural artesian well in the Colorado Desert in Southern California, along with the area around it.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
146905,"When including spoilers, editors should make sure that an encyclopedic purpose is being served.","When adding spoilers, editors should ensure they serve an encyclopedic purpose.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
87747,"Written by Lewis between 1949 and 1954, illustrated by Pauline Baynes and originally published in London between October 1950 and March 1956, The Chronicles of Narnia has been adapted several times, complete or in part, for radio, television, the stage, and film.","The Chronicles of Narnia, written by Lewis between 1949 and 1954 and illustrated by Pauline Baynes, has been adapted many times for radio, TV, stage, and film.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
135991,In the 1980s a reconstruction of the historic center began.,"In the 1980s, they started rebuilding the historic center.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
12909,"This order carried the threat of a maximum $ 10,000 fine and a maximum of ten years in prison for anyone who kept more than $ 100 of gold in preference to banknotes.","This order threatened a $10,000 fine and up to ten years in prison for anyone holding more than $100 in gold instead of cash.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
9863,It was upgraded to a tropical storm later that day and named Hanna.,"Later that day, it became a tropical storm and was named Hanna.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
9252,"Many spaniel breeds were developed during the 19th century, and often named after the counties in which they were developed, or after their owners, who were usually nobility. Two strains of larger land spaniel were predominant and were said to have been of ""true springer type.""","Many spaniel breeds were created in the 19th century, often named after their counties or noble owners. Two types of larger land spaniels were common and were called ""true springer type.""",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
130394,"Since the move to the CW Network, Friday Night SmackDown!","Since moving to the CW Network, Friday Night SmackDown! has changed.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
71491,"During the last ten days of Ramadan, larger mosques will host all-night programs to observe Laylat al-Qadr, the night Muslims believe that Muhammad first received Qur ` anic revelations.","During the last ten days of Ramadan, bigger mosques hold all-night events to observe Laylat al-Qadr, when Muslims believe Muhammad first received revelations.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
157441,"The region takes its name from the Balkan Mountains, which run through the center of Bulgaria into eastern Serbia.","The region is named after the Balkan Mountains, which run through central Bulgaria into eastern Serbia.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
50723,The following table shows some 2 dimensional projections of these polytopes.,The table shows some 2D views of these shapes.,,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
33675,"For example, you create a (template) page in Wikipedia with your home mailing address and then include that template not only on your page, but all your friends' pages, too.","For example, you can create a page in Wikipedia with your home address and include that template on your page and your friends' pages.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
49444,"Later that night, Nick, considered the second strongest member after Terry, was voted out along former tribal lines, 6-4.","That night, Nick, who was the second strongest member after Terry, was voted out 6-4 along former tribal lines.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
76179,The giant impact hypothesis thus explains the Moon's abnormal composition.,The giant impact theory explains why the Moon has an unusual composition.,,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
82801,"When South Africa became a republic in 1961, Pretoria remained its administrative capital.","When South Africa became a republic in 1961, Pretoria stayed its administrative capital.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
19134,"It's analogous to bird droppings: it might be beneficial to notice some short-term patterns, such as when cars parked under some trees get bombarded with bird droppings, but it is less useful to record all the millions of bird droppings, everywhere in the world, in a giant database of history listings.","It's like bird droppings: noticing short-term patterns is useful, like when cars parked under trees get bombed with droppings, but recording all droppings everywhere is not helpful.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
143751,"Aside from Tahiti, some other important atolls, islands, and island groups in French Polynesia are: Ahe, Bora Bora, Hiva Oa, Huahine, Maiao, Maupiti, Mehetia, Moorea, Nuku Hiva, Raiatea, Tahaa, Tetiaroa, Tubuai, and Tupai.","Besides Tahiti, other important islands and atolls in French Polynesia include Ahe, Bora Bora, Hiva Oa, Huahine, Maiao, Maupiti, Mehetia, Moorea, Nuku Hiva, Raiatea, Tahaa, Tetiaroa, Tubuai, and Tupai.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
23626,Ailly-sur-Noye is a commune in the Somme department in Picardie in northern France.,Ailly-sur-Noye is a town in the Somme department in northern France.,,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
52638,"The season finale including the announcement of the winner and a live reunion of all the season's contestants at the Ed Sullivan Theater in New York City, on David Letterman's Late Show stage which was decorated to look like the set in the Amazon.","The season finale included the announcement of the winner and a live reunion of all contestants at the Ed Sullivan Theater in New York City, on the Late Show stage decorated like the Amazon set.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
12156,"Barthold Fles, a diabetic for several decades, died on December 19, 1989, aged 87.","Barthold Fles, who had diabetes for many years, died on December 19, 1989, at the age of 87.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
113498,"Zhob district is subdivided into three subdistricts: Zhob, Kakkar and Sherani.","Zhob district is divided into three parts: Zhob, Kakkar, and Sherani.",,"Simplify each of these 50 unrelated sentences one by one. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ","Turn each of these 50 unrelated sentences into simple language. Retain the essential information from the original sentence. Simple language is characterized by simple sentence structures and simple words. Return only the simplified sentences, no numbering, no comments or explanations. ORIGINAL SENTENCES : ",ChatGPT-4o
,,,,,,
