,source_index,original_sent,simplified_sent,prompt,Lev_distance
69,2096,In Italien bilden die Parteien Lega und 5 Sterne gemeinsam die Regierung.,In Italien bilden die Parteien Lega und 5 Sterne die Regierung.,ChatGPT-4o,10
70,5951,Ludwig zeigte sich begeistert von seinem Paten-Tier.,Ludwig freut sich über sein Paten-Tier.,ChatGPT-4o,19
71,3116,"Es kann aber auch sein, dass der Mann psychische Probleme hatte.","Es kann sein, dass der Mann psychische Probleme hatte.",ChatGPT-4o,10
72,1330,Eigentlich hätte es dieses Verbot längst geben sollen.,Dieses Verbot hätte es schon früher geben sollen.,ChatGPT-4o,28
73,5401,Die EU-Kommission will Krebs besser bekämpfen.,Die EU-Kommission will Krebs besser bekämpfen.,ChatGPT-4o,0
74,3230,Vor 15 Jahren bekam schon die Schriftstellerin Elfriede Jelinek den Literatur-Nobelpreis.,Vor 15 Jahren hat Elfriede Jelinek den Nobelpreis für Literatur bekommen.,ChatGPT-4o,49
75,12081,"Im stärksten Winter-Bundesland Tirol rechnet das Wifo nur mit 3,1 Millionen Nächtigungen.","In Tirol wird nur mit 3,1 Millionen Übernachtungen gerechnet.",ChatGPT-4o,59
76,6434,"Schulen, Restaurants und die meisten Geschäfte sind geschlossen.","Schulen, Restaurants und die meisten Geschäfte sind zu.",ChatGPT-4o,11
77,12709,Wenig später wurde ein 21-jähriger Mann verhaftet.,Wenig später wurde ein 21-jähriger Mann festgenommen.,ChatGPT-4o,10
78,12631,"48.500 Menschen haben sich bereits für die Impfung angemeldet, das sind 76 Prozent aller Berechtigten in dem Bezirk.","48.500 Menschen haben sich für die Impfung angemeldet, das sind 76 Prozent der Berechtigten im Bezirk.",ChatGPT-4o,15
79,7921,Oder in ihrem Zuhause fehlt das Internet.,Manche haben kein Internet zu Hause.,ChatGPT-4o,32
80,8420,Seit Montag kann man in Österreich das Klima-Volksbegehren unterstützen.,Seit Montag kann man in Österreich das Klima-Volksbegehren unterschreiben.,ChatGPT-4o,6
81,4844,"Vor allem Tiere wie Koalas, Kängurus und Vögel sind durch die Brände getötet worden.","Vor allem Tiere wie Koalas, Kängurus und Vögel sind durch die Brände gestorben.",ChatGPT-4o,7
82,6961,Wegen dem Corona-Virus waren viele Geschäfte in Österreich seit einem Monat zu.,Wegen des Corona-Virus waren viele Geschäfte in Österreich einen Monat geschlossen.,ChatGPT-4o,18
83,686,ÖVP nominierte Kurz zum Spitzen-Kandidaten für die Nationalrats-Wahl.,Die ÖVP hat Kurz als Spitzenkandidaten für die Nationalrats-Wahl aufgestellt.,ChatGPT-4o,29
84,10647,Im Bundesländer-Vergleich haben die Steirer im Vorjahr am meisten gespart.,Die Steirer haben im letzten Jahr am meisten gespart.,ChatGPT-4o,36
85,12831,"Die Impf-Dosen sollten offenbar heimlich ins Ausland gebracht werden, obwohl in der EU noch viele Impfdosen fehlen.","Die Impf-Dosen sollten heimlich ins Ausland gebracht werden, obwohl in der EU noch Impfstoff fehlt.",ChatGPT-4o,22
86,8730,Weitere Verdächtige waren am Mittwochnachmittag noch auf der Flucht.,Weitere Verdächtige waren am Mittwochnachmittag noch auf der Flucht.,ChatGPT-4o,0
87,6547,Die Nacht wird also eine Stunde kürzer sein.,Die Nacht wird eine Stunde kürzer sein.,ChatGPT-4o,5
88,1830,"Die meisten Asyl-Anträge kommen von Menschen aus Afghanistan, Syrien, Iran und dem Irak.","Die meisten Asylanträge kommen von Menschen aus Afghanistan, Syrien, Iran und dem Irak.",ChatGPT-4o,2
89,1599,"Donald Trump drohte deshalb, Nordkorea zu vernichten.","Donald Trump hat gedroht, Nordkorea zu vernichten.",ChatGPT-4o,11
90,1756,14-jähriger Bub soll seine eigene Mutter erstochen haben.,Ein 14-jähriger Junge soll seine Mutter erstochen haben.,ChatGPT-4o,15
91,6744,"Die österreichische Regierung denkt darüber nach, langsam wieder die Geschäfte zu öffnen.","Die österreichische Regierung denkt darüber nach, die Geschäfte wieder langsam zu öffnen.",ChatGPT-4o,24
92,263,41 Tote bei Flugzeug-Notlandung in Moskau.,Bei einer Notlandung in Moskau sind 41 Menschen gestorben.,ChatGPT-4o,44
93,4273,Auf diese Weise soll die Frau illegal mehr als 4 Millionen Euro bekommen haben.,Die Frau soll illegal mehr als 4 Millionen Euro bekommen haben.,ChatGPT-4o,21
94,6440,Zurzeit werden weltweit viele sportliche Ereignisse und Wettbewerbe abgesagt.,Zurzeit werden weltweit viele sportliche Ereignisse abgesagt.,ChatGPT-4o,16
95,10306,Derzeit sind in Österreich 9.930 Menschen in Österreich mit dem Virus angesteckt.,Derzeit sind in Österreich 9.930 Menschen mit dem Virus angesteckt.,ChatGPT-4o,14
96,7140,Das Gemüse hat eine gelbe Schale mit violetten Streifen.,Das Gemüse hat eine gelbe Schale mit violetten Streifen.,ChatGPT-4o,0
97,5457,Danach brach das Flugzeug in mehrere Teile und geriet teilweise in Brand.,Danach brach das Flugzeug in Teile und fing teilweise Feuer.,ChatGPT-4o,20
98,11914,Darum hat im Jahr 2020 die Schwarz-Arbeit in Österreich stark zugenommen.,Im Jahr 2020 gab es viel mehr Schwarzarbeit in Österreich.,ChatGPT-4o,43
99,8520,"Heute sind 193 Länder Mitglieder der UNO, das sind fast alle Länder der Welt.","Heute sind fast alle Länder der Welt Mitglieder der UNO, es sind 193.",ChatGPT-4o,45
