,source_index,original_sent,simplified_sent,prompt,Lev_distance
10,8950,"En 1992, le traité de Maastricht prend la suite de lActe unique et institue une union politique qui prend le nom dUnion européenne et qui prévoit la création d'une union économique et monétaire dotée dune monnaie unique, leuro ().",Le traité de Maastricht a créé l'Union européenne en 1992.,Llama-3.1-70b-Versatile (via groq),185
11,42314,"Tout comme dans la série de jeux vidéo, le but est de capturer des Pokémon.",Le but du jeu est de capturer des Pokémon.,Llama-3.1-70b-Versatile (via groq),38
12,11888,"Hala Salamé, dite Léa Salamé, est une journaliste et animatrice audiovisuelle libano-française, née le 27 octobre 1979 à Beyrouth (Liban).",Léa Salamé est une journaliste et animatrice audiovisuelle libano-française.,Llama-3.1-70b-Versatile (via groq),62
13,7639,"D'une superficie de 47 784 km2, elle est la cinquième plus vaste des treize régions de France métropolitaine et rassemble huit départements : la Côte-d'Or, le Doubs, la Haute-Saône, le Jura, la Nièvre, la Saône-et-Loire, le Territoire de Belfort et l'Yonne.",La région de Bourgogne-Franche-Comté est la cinquième plus vaste de France.,Llama-3.1-70b-Versatile (via groq),212
14,26203,"Le latin (en latin : Lingua Lat?na ou Lat?na Lingua) est une langue italique de la famille des langues indo-européennes, parlée à l'origine par les Latins dans le Latium de la Rome antique.",Le latin est une langue italique qui a été parlée par les Romains.,Llama-3.1-70b-Versatile (via groq),129
15,15286,"Jurassic Park 3 ou Le Parc jurassique III au Québec (Jurassic Park III) est un film américain de science-fiction réalisé par Joe Johnston, sorti en 2001.",Jurassic Park 3 est un film américain de science-fiction.,Llama-3.1-70b-Versatile (via groq),96
16,45700,"Victor Robert Nataf, dit Victor Lanoux, est un acteur, producteur, scénariste et auteur de théâtre français, né le 18 juin 1936 à  Paris 14e et mort le 4 mai 2017 à Royan, commune de Vaux-sur-Mer.","Victor Lanoux était un acteur, producteur et scénariste français.",Llama-3.1-70b-Versatile (via groq),142
17,26703,"Le mille marin, mille nautique, ou plus simplement nautique, (symbole MN ou NM  d'après l'anglais : nautical mile  ou M - sur les cartes marines françaises notamment ; parfois abrégé en nautique, Nq) est une unité de mesure de longueur utilisée en navigation maritime et aérienne, égale par convention à 1 852 mètres[a],.",Le mille marin est une unité de mesure de longueur utilisée en navigation.,Llama-3.1-70b-Versatile (via groq),249
18,46186,"Windows Aero est l'interface graphique et le thème par défaut dans la plupart des éditions de Windows Vista et Windows 7, des systèmes d'exploitation édités par Microsoft.",Windows Aero est l'interface graphique de Windows Vista et Windows 7.,Llama-3.1-70b-Versatile (via groq),102
19,26022,"Le Kin-Ball est un sport collectif créé au Québec, développé par la compagnie Omnikin, en 1987.",Le Kin-Ball est un sport collectif créé au Québec.,Llama-3.1-70b-Versatile (via groq),45
20,22472,"L'Arctique est la région entourant le pôle Nord de la Terre, à lintérieur et aux abords du cercle polaire arctique.",L'Arctique est la région entourant le pôle Nord de la Terre.,Llama-3.1-70b-Versatile (via groq),56
21,18619,"La géologie est la science dont le principal objet d'étude est la Terre, et plus particulièrement la lithosphère.",La géologie est la science qui étudie la Terre.,Llama-3.1-70b-Versatile (via groq),69
22,43316,"Un groupe musical, groupe de musique, ou plus simplement, un groupe, est un petit ensemble musical comprenant en général moins de dix musiciens, chanteurs ou instrumentistes.",Un groupe musical est un petit ensemble de musiciens.,Llama-3.1-70b-Versatile (via groq),121
23,9313,"En France, la dixième saison est diffusée du 7 mars 2016 au 28 juillet 2017 sur Nickelodeon France.",La dixième saison de la série a été diffusée en France en 2016.,Llama-3.1-70b-Versatile (via groq),64
24,30529,"Le Yorkshire terrier, plus couramment appelé York, est une race de chien de petite taille appartenant au groupe des terriers et originaire du comté anglais du même nom.",Le Yorkshire terrier est une race de chien de petite taille.,Llama-3.1-70b-Versatile (via groq),108
25,37670,"Pérgê, en hittite Parcha ou Parha) est une cité antique, autrefois capitale de la Pamphylie, aujourd'hui située en Turquie, à Aksu, 17 km à lest dAntalya.",Pérgê est une cité antique située en Turquie.,Llama-3.1-70b-Versatile (via groq),111
26,39344,"Roseanne Park (nom coréen : Park Chae-young, hangeul : ??? ; RR : Bagchaeyeong), mieux connue sous son nom de scène Rosé (hangeul : ??), est une chanteuse coréano-néo-zélandaise née le 11 février 1997 à Auckland en Nouvelle-Zélande.",Rosé est une chanteuse coréano-néo-zélandaise.,Llama-3.1-70b-Versatile (via groq),186
27,36436,"Nicolas Penneteau est un footballeur français, né le 28 février 1981 à Marseille en France.",Nicolas Penneteau est un footballeur français.,Llama-3.1-70b-Versatile (via groq),45
28,44740,"Une enchère est une « offre dun prix supérieur à la mise à prix, ou au prix quun autre a déjà offert, en parlant des choses qui se vendent ou safferment au plus offrant ».",Une enchère est une offre d'un prix supérieur à la mise à prix.,Llama-3.1-70b-Versatile (via groq),112
29,21444,"La tour de Pise (en italien : torre di Pisa) est le campanile de la cathédrale Notre-Dame de lAssomption de Pise, en Toscane (Italie).",La tour de Pise est le campanile de la cathédrale de Pise.,Llama-3.1-70b-Versatile (via groq),77
30,34120,"L'Organisation de l'armée secrète, ou Organisation armée secrète, surtout connue par le sigle OAS, est une organisation terroriste clandestine française proche de l'extrême droite créée le 11 février 1961 pour la défense de la présence française en Algérie par tous les moyens, y compris le terrorisme à grande échelle.",L'OAS est une organisation terroriste clandestine française.,Llama-3.1-70b-Versatile (via groq),259
31,9226,"En écologie, un écosystème est un ensemble formé par une communauté d'êtres vivants en interaction (biocénose) avec leur environnement (biotope).",Un écosystème est un ensemble d'êtres vivants en interaction avec leur environnement.,Llama-3.1-70b-Versatile (via groq),61
32,24620,"Le département du Jura (/?y.?a/[Note ) est un département français nommé d'après le massif du Jura, du gaulois juris qui signifie « forêt de montagne ».",Le département du Jura est un département français nommé d'après le massif du Jura.,Llama-3.1-70b-Versatile (via groq),69
33,44332,"Une (étoile) hypergéante (c'est-à-dire une étoile de classe de luminosité 0) est une étoile de masse et de luminosité très élevées, qui possède un indice de perte de masse élevé.",Une étoile hypergéante est une étoile de masse et de luminosité très élevées.,Llama-3.1-70b-Versatile (via groq),101
34,43720,"Un ogre (du latin orcus, « enfer », fém. ogresse) est un personnage de contes et traditions populaires, sorte de géant se nourrissant de chair fraîche et dévorant les petits enfants.",Un ogre est un personnage de contes qui se nourrit de chair fraîche.,Llama-3.1-70b-Versatile (via groq),115
35,38702,"Rafiq Hariri ou Rafic Hariri (en arabe : ???? ???????), né le 1er novembre 1944 à Saïda et mort assassiné le 14 février 2005 à Beyrouth, est un homme d'affaires et homme d'État libanais, président du Conseil des ministres à deux reprises.",Rafiq Hariri était un homme d'affaires et homme d'État libanais.,Llama-3.1-70b-Versatile (via groq),174
36,5309,"Chris Rock est un humoriste, acteur, réalisateur et producteur américain, né le 7 février 1965 à Andrews (en) (Caroline du Sud).","Chris Rock est un humoriste, acteur et producteur américain.",Llama-3.1-70b-Versatile (via groq),68
37,26978,"Le Mouvement de l'École moderne est l'ensemble des enseignants qui suivent les impulsions pédagogiques et sociales de Célestin Freinet, de son épouse Élise et de leurs continuateurs.",Le Mouvement de l'École moderne est un ensemble d'enseignants qui suivent les impulsions pédagogiques de Célestin Freinet.,Llama-3.1-70b-Versatile (via groq),65
38,127,"47 Tucanae (47 du Toucan en français ; 47 Tuc en abrégé), aussi désigné NGC 104 ou Caldwell 106, est un amas globulaire appartenant à notre galaxie, la Voie lactée, et situé dans la constellation du Toucan.",47 Tucanae est un amas globulaire situé dans la constellation du Toucan.,Llama-3.1-70b-Versatile (via groq),134
39,37752,Phèdre est une tragédie en cinq actes et en vers de Jean Racine créée le 1er janvier 1677 à Paris sous le titre Phèdre et Hippolyte.,Phèdre est une tragédie en cinq actes et en vers de Jean Racine.,Llama-3.1-70b-Versatile (via groq),68
40,7451,"Don Juan Don Giovanni, K. 527 (titre complet : Il dissoluto punito ossia il Don Giovanni ; titre français : Don Juan), est un opéra en deux actes et en langue italienne du genre « dramma giocoso » (« drame joyeux ») de Wolfgang Amadeus Mozart, créé à Prague le 29 octobre 1787, sur un livret de Lorenzo da Ponte inspiré du mythe de « don Juan ».",Don Juan est un opéra en deux actes et en langue italienne de Wolfgang Amadeus Mozart.,Llama-3.1-70b-Versatile (via groq),259
41,7087,"Depuis novembre 2012, il poste des vidéos sur sa chaîne YouTube, orientée vers les jeux vidéo d'abord, avant de se diversifier et proposer des vlogs, ou encore des vidéos humoristiques.",Il poste des vidéos sur sa chaîne YouTube depuis 2012.,Llama-3.1-70b-Versatile (via groq),136
42,11710,"Grenoble (prononcé /g??.n?bl/ Écouter ; en francoprovençal : Grenoblo) est une commune du Sud-Est de la France, située dans la région Auvergne-Rhône-Alpes, chef-lieu du département de l'Isère, ancienne capitale du Dauphiné.",Grenoble est une commune du Sud-Est de la France.,Llama-3.1-70b-Versatile (via groq),174
43,45739,"Vieux bastion industriel, la ville de Trenton est la capitale de lÉtat du New Jersey, aux États-Unis.",Trenton est la capitale de l'État du New Jersey aux États-Unis.,Llama-3.1-70b-Versatile (via groq),40
44,35553,"Mercedes-Benz (prononcé en allemand : /m???tse?d?s?b?nts/) est une marque allemande d'automobiles (modèles premium, de sport et de luxe), de camions, d'autocars et d'autobus indépendante fondée en 1926 par trois constructeurs : Daimler-Motoren-Gesellschaft, Mercedes et Benz &",Mercedes-Benz est une marque allemande d'automobiles.,Llama-3.1-70b-Versatile (via groq),224
45,40186,"Selon le magazine Forbes, elle devient en mars 2019, à 21 ans, la plus jeune milliardaire de lhistoire, en excluant les héritiers, même si ce titre lui est retiré quelques mois plus tard.",Elle est devenue la plus jeune milliardaire de l'histoire en 2019.,Llama-3.1-70b-Versatile (via groq),130
46,5498,"Claude Ponticelli, dit Claude Ponti, né le 22 novembre 1948 à Lunéville, en Lorraine, est un auteur de littérature de jeunesse et illustrateur français.",Claude Ponti est un auteur de littérature de jeunesse et illustrateur français.,Llama-3.1-70b-Versatile (via groq),73
47,9643,"En métallurgie, un alliage est un mélange de plusieurs éléments chimiques, dont le principal constituant est un métal, et dont les caractéristiques sont celles d'un matériau métallique[note.",Un alliage est un mélange de plusieurs éléments chimiques.,Llama-3.1-70b-Versatile (via groq),133
48,43605,"Un miracle est un fait extraordinaire, dépourvu d'explication scientifique, qui est alors vu comme surnaturel et attribué à une puissance divine.",Un miracle est un fait extraordinaire qui est vu comme surnaturel.,Llama-3.1-70b-Versatile (via groq),79
49,28021,"Le plateau tibétain est un vaste ensemble de plateaux situé en Asie centrale, au nord de l'Himalaya, dont la majeure partie est située en République populaire de Chine et quelques parties le sont en Birmanie, au Bhoutan, au Népal et en Inde.","Le plateau tibétain est un grand ensemble de plateaux en Asie centrale, au nord de l'Himalaya.",Llama-3.1-70b-Versatile (via groq),152
50,7397,Doctor Who (trad. litt. : « Docteur Qui ») est une série télévisée britannique de science-fiction créée par Sydney Newman et Donald Wilson et diffusée depuis le 23 novembre 1963 sur BBC One.,Doctor Who est une série télévisée britannique de science-fiction diffusée depuis 1963.,Llama-3.1-70b-Versatile (via groq),103
51,7012,"Demain, dès laube, à lheure où blanchit la campagne, ou plus simplement Demain, dès laube, est lun des plus célèbres poèmes de Victor Hugo, publié en 1856 dans le recueil Les Contemplations.","Demain, dès laube est un poème célèbre de Victor Hugo publié en 1856.",Llama-3.1-70b-Versatile (via groq),130
52,4438,C'est la seule autoroute française située en dehors de la métropole.,C'est la seule autoroute française située en dehors de la métropole.,Llama-3.1-70b-Versatile (via groq),0
53,43320,"Un guichet automatique bancaire (GAB) en France, guichet automatique au Québec, bancomat en Suisse et en Vallée d'Aoste, Bancontact (ou MisterCash) en Belgique, gabier à la Réunion est un appareil électronique et électromécanique permettant d'effectuer des transactions bancaires en libre-service.",Un guichet automatique bancaire est un appareil électronique qui permet d'effectuer des transactions bancaires en libre-service.,Llama-3.1-70b-Versatile (via groq),170
54,6743,"Dans un système informatique, un firmware (ou micrologiciel, microprogramme,, microcode, logiciel interne ou encore logiciel embarqué) est un programme intégré dans un matériel informatique (ordinateur, photocopieur, automate (API, APS), disque dur, routeur, appareil photo numérique, etc.) pour qu'il puisse fonctionner.",Un firmware est un programme intégré dans un matériel informatique pour qu'il puisse fonctionner.,Llama-3.1-70b-Versatile (via groq),225
55,19543,"La mer Caspienne est une vaste étendue d'eau située en Asie occidentale, principalement alimentée par la Volga, issue de la fermeture dune mer océanique ancienne, l'océan ou mer Paratéthys.",La mer Caspienne est une grande étendue d'eau située en Asie occidentale.,Llama-3.1-70b-Versatile (via groq),122
56,14921,"Joan-Enric Vives i Sicília (né le 24 juillet 1949 à Barcelone) est un prélat et homme d'État espagnol, archevêque-évêque d'Urgell et ex officio coprince d'Andorre depuis 2003.","Joan-Enric Vives i Sicília est un prélat et homme d'État espagnol, archevêque-évêque d'Urgell et coprince d'Andorre.",Llama-3.1-70b-Versatile (via groq),59
57,26076,"Le Kuduro (graphie alternative de cu duro, littéralement « cul dur » en français) est un genre de musique et un genre de danse originaire de l'Angola.",Le Kuduro est un genre de musique et de danse originaire de l'Angola.,Llama-3.1-70b-Versatile (via groq),81
58,9496,"En grammaire, le participe est un mode du verbe qui lui donne les caractéristiques d'un adjectif.",Le participe est un mode du verbe qui lui donne les caractéristiques d'un adjectif.,Llama-3.1-70b-Versatile (via groq),15
59,30948,"Léonard est une série télévisée d'animation 3D française en 78 épisodes de 8 minutes, adaptée de la bande dessinée homonyme de Bob de Groot et Turk et diffusée à partir du 25 décembre 2009 sur Canal J puis rediffusée sur Gulli.",Léonard est une série télévisée d'animation française diffusée à partir de 2009.,Llama-3.1-70b-Versatile (via groq),147
60,25265,"Le futurisme est un mouvement littéraire et artistique européen du début du XXe siècle (de 1910 à 1920), qui rejette la tradition esthétique et exalte le monde moderne, en particulier la civilisation urbaine, les machines et la vitesse.",Le futurisme est un mouvement littéraire et artistique européen du début du XXe siècle.,Llama-3.1-70b-Versatile (via groq),150
61,16339,Libadisme (arabe : ???????? al-ib??iyya) est une tendance de l'islam fondée moins de cinquante ans après la mort du prophète Mahomet.,Libadisme est une tendance de l'islam fondée moins de cinquante ans après la mort du prophète Mahomet.,Llama-3.1-70b-Versatile (via groq),31
62,37988,"Pieuvre veinée, Pieuvre noix de coco Amphioctopus marginatus (syn. et ancien nom Octopus marginatus) est un poulpe vivant dans les eaux tropicales de la partie est du Pacifique.",La pieuvre veinée est un poulpe vivant dans les eaux tropicales de la partie est du Pacifique.,Llama-3.1-70b-Versatile (via groq),88
63,9899,"Entre 1905 et 1909, il a produit onze prototypes dont le fameux Blériot XI avec lequel il est le premier à traverser la Manche en avion le 25 juillet 1909.","Entre 1905 et 1909, il a produit onze prototypes d'avions.",Llama-3.1-70b-Versatile (via groq),99
64,35534,"Mené par les scientifiques britanniques, les sociétés pétrolières et les Combined Operations avec l'appui du Petroleum Warfare Department, le projet a été développé par AC Hartley, ingénieur-chef de l'AIOC (Anglo-Iranian Oil Company, aujourd'hui connue sous le nom de British Petroleum Company).","Le projet a été développé par AC Hartley, ingénieur-chef de l'AIOC.",Llama-3.1-70b-Versatile (via groq),229
65,10286,"Faenza est une ville d'environ 58 000 habitants, située dans la province de Ravenne en Émilie-Romagne, dans le nord-est de l'Italie.",Faenza est une ville d'environ 58 000 habitants située dans la province de Ravenne en Italie.,Llama-3.1-70b-Versatile (via groq),40
66,16399,"Lingvaeonique est nommé daprès les Ingaevones, un groupe culturel germanique occidental ou une proto-tribu qui vivait le long de la côte de la mer du Nord.","Lingvaeonique est nommé daprès les Ingaevones, un groupe culturel germanique occidental.",Llama-3.1-70b-Versatile (via groq),67
67,18927,"La Haute-Loire (/ot(?).lwa?/[Note ) est un département français situé en région Auvergne-Rhône-Alpes, dans le sud-est du Massif central.",La Haute-Loire est un département français situé en région Auvergne-Rhône-Alpes.,Llama-3.1-70b-Versatile (via groq),56
68,17192,"La ceinture de Kuiper (parfois appelée ceinture d'Edgeworth-Kuiper, prononcé en néerlandais : /?kyp?r/) est une zone du Système solaire s'étendant au-delà de l'orbite de Neptune, entre 30 et 55 unités astronomiques (ua).",La ceinture de Kuiper est une zone du Système solaire s'étendant au-delà de l'orbite de Neptune.,Llama-3.1-70b-Versatile (via groq),125
69,13480,Il fait suite au jeu Peggle sorti en 2007.,Il fait suite au jeu Peggle sorti en 2007.,Llama-3.1-70b-Versatile (via groq),0
70,3398,"Bruce Springsteen, né le 23 septembre 1949 à Long Branch (New Jersey), est un auteur-compositeur-interprète et guitariste américain.",Bruce Springsteen est un auteur-compositeur-interprète et guitariste américain.,Llama-3.1-70b-Versatile (via groq),53
71,7866,Edubuntu est un système d'exploitation basé sur la distribution GNU/ Linux Ubuntu comprenant un ensemble de logiciels libres dédiés à l'éducation.,Edubuntu est un système d'exploitation basé sur la distribution GNU/Linux Ubuntu.,Llama-3.1-70b-Versatile (via groq),65
72,30471,"Le West Highland White terrier, plus couramment appelé Westie, est une race de chiens d'origine écossaise connue pour sa personnalité.",Le West Highland White terrier est une race de chiens d'origine écossaise.,Llama-3.1-70b-Versatile (via groq),60
73,10837,"François Mitterrand [f???swa mit????][n  Écouter, né le 26 octobre 1916 à Jarnac (Charente) et mort le 8 janvier 1996 à Paris, est un homme d'État français, président de la République du 21 mai 1981 au 17 mai 1995.","François Mitterrand est un homme d'État français, président de la République de 1981 à 1995.",Llama-3.1-70b-Versatile (via groq),124
74,43386,Un hôtel est un établissement commercial qui offre un service d'hébergement payant en chambres meublées à une clientèle de passage.,Un hôtel est un établissement commercial qui offre un service d'hébergement payant.,Llama-3.1-70b-Versatile (via groq),48
75,25377,"Le glacier d'Aletsch est le plus grand glacier des Alpes, situé dans le sud de la Suisse dans le canton du Valais.","Le glacier d'Aletsch est le plus grand glacier des Alpes, situé dans le sud de la Suisse.",Llama-3.1-70b-Versatile (via groq),25
76,800,"Albator (?????, H?rokku?, Harlock en version originale) est un personnage de fiction créé par Leiji Matsumoto en 1969 dans le manga Dai-kaizoku Harlock.",Albator est un personnage de fiction créé par Leiji Matsumoto en 1969.,Llama-3.1-70b-Versatile (via groq),82
77,18291,"La fermentation lactique, ou lacto-fermentation, est un mode de fermentation (production  d'énergie anaérobie) qui, en présence de glucides et de bactéries spécifiques (les ferments lactiques), induit la formation d'acide lactique.",La fermentation lactique est un mode de fermentation qui induit la formation d'acide lactique.,Llama-3.1-70b-Versatile (via groq),137
78,33410,"LGBT, ou LGBTQIA+, sont des sigles utilisés pour qualifier les personnes lesbiennes, gays, bisexuelles, trans, queers, intersexes et asexuelles, c'est-à-dire pour désigner des personnes non hétérosexuelles, non cisgenres ou non dyadiques.","LGBT est un sigle qui désigne des personnes lesbiennes, gays, bisexuelles, trans, queers, intersexes et asexuelles.",Llama-3.1-70b-Versatile (via groq),133
79,16523,"Luniversité Paris-Nanterre (anciennement Paris-X,) est une université française multidisciplinaire, spécialisée dans les sciences économiques, les sciences humaines et sociales, le droit, les lettres, la psychologie et les sciences politiques.",Luniversité Paris-Nanterre est une université française multidisciplinaire.,Llama-3.1-70b-Versatile (via groq),168
80,14175,"Isabelle dOrléans  de son nom de naissance, Isabelle Françoise Hélène Marie dOrléans , qui a porté successivement les titres de courtoisie par mariage de comtesse Bruno dHarcourt puis de princesse Pierre Murat,  est née le 27 novembre 1900 à Paris (dans le VIIIe arrondissement) et morte le 12 février 1983, à Louveciennes (Yvelines).",Isabelle dOrléans est née le 27 novembre 1900 à Paris et morte le 12 février 1983.,Llama-3.1-70b-Versatile (via groq),256
81,28419,"Le prix Goncourt est un prix littéraire français récompensant des auteurs d'expression française, créé par le testament d'Edmond de Goncourt en 1892.",Le prix Goncourt est un prix littéraire français créé en 1892.,Llama-3.1-70b-Versatile (via groq),87
82,28190,"Le Portugal fait bonne figure à domicile en parvenant en finale du tournoi, ceci malgré un départ raté contre la Grèce ; les Portugais éliminent la Russie, l'Espagne, l'Angleterre (aux tirs au but) et les Pays-Bas mais perdent la finale 1-0 contre la grande surprise du tournoi : la Grèce qui aura écarté coup sur coup la France et la Tchéquie avant de battre, encore une fois et cette fois-ci en finale, le Portugal.",Le Portugal a perdu la finale du tournoi contre la Grèce.,Llama-3.1-70b-Versatile (via groq),363
83,44986,"Une maladie chronique (du grec ancien : ?????? / krónos, « temps ») désigne une maladie dont les effets persistent dans le temps, en général plus de trois mois.",Une maladie chronique est une maladie dont les effets persistent dans le temps.,Llama-3.1-70b-Versatile (via groq),81
84,19647,"La Momie (The Mummy) est un film américano-sino-japonais réalisé par Alex Kurtzman, sorti en 2017.",La Momie est un film américano-sino-japonais réalisé par Alex Kurtzman.,Llama-3.1-70b-Versatile (via groq),27
85,7439,"Dominique-Jean Larrey, baron Larrey et de l'Empire, est un médecin et chirurgien militaire français, père de la médecine d'urgence, né le 8 juillet 1766 à Beaudéan dans la province de Gascogne de l'Ancien régime, actuellement dans les Hautes-Pyrénées et mort à Lyon le 25 juillet 1842.",Dominique-Jean Larrey est un médecin et chirurgien militaire français.,Llama-3.1-70b-Versatile (via groq),215
86,43079,"Un cupcake (anglicisme), petit gâteau ou gâtelet (ou fairy cake, « gâteau de fée » comme il est connu en Angleterre) est un petit gâteau d'origine américaine souvent très coloré en portion individuelle, ayant la forme du muffin.",Un cupcake est un petit gâteau d'origine américaine souvent très coloré.,Llama-3.1-70b-Versatile (via groq),156
87,19851,La naturalisation est lacquisition dune nationalité ou dune citoyenneté par un individu qui ne la possède pas par sa naissance.,La naturalisation est lacquisition dune nationalité ou dune citoyenneté.,Llama-3.1-70b-Versatile (via groq),55
88,11467,"Giovanni Battista Draghi dit Pergolesi en italien, Jean-Baptiste Pergolèse sous sa forme francisée, né le 4 janvier 1710 à Jesi, dans la province dAncône, dans les Marches italiennes alors partie des États pontificaux et mort le 17 mars 1736 à Pouzzoles près de Naples, est un compositeur italien de la période baroque, représentant important de l'école napolitaine, principalement dans le domaine de l'opera buffa.",Giovanni Battista Draghi est un compositeur italien de la période baroque.,Llama-3.1-70b-Versatile (via groq),342
89,3101,"Black Lives Matter (/blæk la?vz ?mæt?/; BLM)  qui se traduit par « les vies noires comptent » ou « la vie des Noirs compte »  est un mouvement politique né en 2013 aux États-Unis au sein de la communauté afro-américaine, qui milite contre le racisme systémique envers les Noirs.",Black Lives Matter est un mouvement politique né en 2013 aux États-Unis.,Llama-3.1-70b-Versatile (via groq),208
90,8039,"Elle a donné son nom à l'historique comté de Hainaut et plus récemment à la province de Hainaut, une des dix provinces de Belgique.",Elle a donné son nom à l'historique comté de Hainaut.,Llama-3.1-70b-Versatile (via groq),78
91,36250,Naver est également constamment appelé «Google de la Corée du Sud».,Naver est un moteur de recherche coréen.,Llama-3.1-70b-Versatile (via groq),42
92,30049,"Le traité d'amitié franco-allemand (en allemand : deutsch-französischer Freundschaftsvertrag), dit traité de l'Élysée (Élysée-Vertrag), est un traité bilatéral entre la République fédérale d'Allemagne et la République française signé au palais de l'Élysée le 22 janvier 1963 par le chancelier allemand, Konrad Adenauer, et le président français, Charles de Gaulle.",Le traité d'amitié franco-allemand est un traité bilatéral signé en 1963.,Llama-3.1-70b-Versatile (via groq),291
93,25817,"Le jeu d'échecs, ou les échecs, (prononcé : /e.??k/) est un jeu de société (parfois considéré comme un sport dans certains pays du monde, dont la France) opposant deux joueurs de part et d'autre d'un tablier appelé « échiquier » composé de soixante-quatre cases, 32 claires et 32 sombres nommées les cases blanches et les cases noires.",Le jeu d'échecs est un jeu de société opposant deux joueurs.,Llama-3.1-70b-Versatile (via groq),275
94,44565,"Une cheminée volcanique est un conduit éruptif créé par l'ascension des magmas d'une chambre magmatique jusqu'à la surface d'un cratère volcanique et par lequel sont émis les produits volcaniques (gaz, laves et projections).",Une cheminée volcanique est un conduit éruptif créé par l'ascension des magmas.,Llama-3.1-70b-Versatile (via groq),145
95,36196,"Nancy Patricia Pelosi, née D'Alesandro, est une femme politique américaine, née le 26 mars 1940 à Baltimore.",Nancy Patricia Pelosi est une femme politique américaine.,Llama-3.1-70b-Versatile (via groq),51
96,26292,"Le Livre de Jérémie (??????????? Yirm?y?h?) est un livre du Tanakh et de l'Ancien Testament, écrit selon la tradition juive et chrétienne par le prophète Jérémie.",Le Livre de Jérémie est un livre du Tanakh et de l'Ancien Testament.,Llama-3.1-70b-Versatile (via groq),94
97,38375,Power Rangers est une franchise de médias américaine fondée sur une équipe de super-héros.,Power Rangers est une franchise de médias américaine fondée sur une équipe de super-héros.,Llama-3.1-70b-Versatile (via groq),0
98,13944,"Ils étaient initialement cinq, avec Smaïn et Seymour Brussel qui quittent le groupe un peu plus d'un an après sa création.","Ils étaient initialement cinq, avec Smaïn et Seymour Brussel qui quittent le groupe.",Llama-3.1-70b-Versatile (via groq),38
99,16858,"La Bohême (?echy en tchèque, Böhmen en allemand) est une région historique d'Europe centrale, actuellement l'une des composantes de la Tchéquie avec la Moravie et une petite fraction de la Silésie.",La Bohême est une région historique en Europe centrale.,Llama-3.1-70b-Versatile (via groq),144
