source_index,OG_sent,simple_sent(prompt1),simple_sent(prompt2),Prompt1,Prompt2,Model
27601,"Le parc national des Cévennes est un parc national français créé le 2 septembre 1970, couvrant la région naturelle des Cévennes et situé principalement dans les départements de la Lozère, du Gard et de l'Ardèche.",Le parc national des Cévennes est un parc national français créé en 1970.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
38623,"Quand il y a transformation, le lait majoritairement mis en œuvre est le lait de vache, mais on utilise également le lait cru de chèvre, de brebis, de chamelle, de yak, de bufflonne...",On utilise souvent le lait de vache pour faire des produits laitiers.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
615,Age of Empires est une série de jeux de stratégie en temps réel développés par Ensemble Studios et publiés par Microsoft Studios.,Age of Empires est une série de jeux de stratégie en temps réel.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
1537,"Antigone est une pièce en un acte de Jean Anouilh représentée pour la première fois au théâtre de l'Atelier à Paris le 4 février 1944, durant l'Occupation allemande, dans une mise en scène, des décors et des costumes d'André Barsacq.",Antigone est une pièce de théâtre écrite par Jean Anouilh.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
7499,Dortmund (/?d??tm?nt/ Écouter ; en latin : Tremonia ; en bas allemand : Düörpm ; en ancien français : Trémoigne) est une ville allemande située dans le Land de Rhénanie-du-Nord-Westphalie à l'est du bassin de la Ruhr.,Dortmund est une ville allemande située dans le Land de Rhénanie-du-Nord-Westphalie.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
14589,"Jean de Léry, né en 1536 à La Margelle, terre de Saint-Seine (actuellement la Côte-d'Or en France), mort vers 1613 à L'Isle (Suisse) à l’âge de 77 ans, est un grand voyageur et écrivain français, auteur de l’Histoire d'un voyage fait en la terre du Brésil.",Jean de Léry était un grand voyageur et écrivain français.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
8950,"En 1992, le traité de Maastricht prend la suite de l’Acte unique et institue une union politique qui prend le nom d’Union européenne et qui prévoit la création d'une union économique et monétaire dotée d’une monnaie unique, l’euro (€).",Le traité de Maastricht a créé l'Union européenne en 1992.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
42314,"Tout comme dans la série de jeux vidéo, le but est de capturer des Pokémon.",Le but du jeu est de capturer des Pokémon.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
11888,"Hala Salamé, dite Léa Salamé, est une journaliste et animatrice audiovisuelle libano-française, née le 27 octobre 1979 à Beyrouth (Liban).",Léa Salamé est une journaliste et animatrice audiovisuelle libano-française.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
7639,"D'une superficie de 47 784 km2, elle est la cinquième plus vaste des treize régions de France métropolitaine et rassemble huit départements : la Côte-d'Or, le Doubs, la Haute-Saône, le Jura, la Nièvre, la Saône-et-Loire, le Territoire de Belfort et l'Yonne.",La région de Bourgogne-Franche-Comté est la cinquième plus vaste de France.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
26203,"Le latin (en latin : Lingua Lat?na ou Lat?na Lingua) est une langue italique de la famille des langues indo-européennes, parlée à l'origine par les Latins dans le Latium de la Rome antique.",Le latin est une langue italique qui a été parlée par les Romains.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
15286,"Jurassic Park 3 ou Le Parc jurassique III au Québec (Jurassic Park III) est un film américain de science-fiction réalisé par Joe Johnston, sorti en 2001.",Jurassic Park 3 est un film américain de science-fiction.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
45700,"Victor Robert Nataf, dit Victor Lanoux, est un acteur, producteur, scénariste et auteur de théâtre français, né le 18 juin 1936 à  Paris 14e et mort le 4 mai 2017 à Royan, commune de Vaux-sur-Mer.","Victor Lanoux était un acteur, producteur et scénariste français.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
26703,"Le mille marin, mille nautique, ou plus simplement nautique, (symbole MN ou NM — d'après l'anglais : nautical mile — ou M - sur les cartes marines françaises notamment ; parfois abrégé en nautique, Nq) est une unité de mesure de longueur utilisée en navigation maritime et aérienne, égale par convention à 1 852 mètres[a],.",Le mille marin est une unité de mesure de longueur utilisée en navigation.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
46186,"Windows Aero est l'interface graphique et le thème par défaut dans la plupart des éditions de Windows Vista et Windows 7, des systèmes d'exploitation édités par Microsoft.",Windows Aero est l'interface graphique de Windows Vista et Windows 7.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
26022,"Le Kin-Ball est un sport collectif créé au Québec, développé par la compagnie Omnikin, en 1987.",Le Kin-Ball est un sport collectif créé au Québec.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
22472,"L'Arctique est la région entourant le pôle Nord de la Terre, à l’intérieur et aux abords du cercle polaire arctique.",L'Arctique est la région entourant le pôle Nord de la Terre.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
18619,"La géologie est la science dont le principal objet d'étude est la Terre, et plus particulièrement la lithosphère.",La géologie est la science qui étudie la Terre.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
43316,"Un groupe musical, groupe de musique, ou plus simplement, un groupe, est un petit ensemble musical comprenant en général moins de dix musiciens, chanteurs ou instrumentistes.",Un groupe musical est un petit ensemble de musiciens.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
9313,"En France, la dixième saison est diffusée du 7 mars 2016 au 28 juillet 2017 sur Nickelodeon France.",La dixième saison de la série a été diffusée en France en 2016.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
30529,"Le Yorkshire terrier, plus couramment appelé York, est une race de chien de petite taille appartenant au groupe des terriers et originaire du comté anglais du même nom.",Le Yorkshire terrier est une race de chien de petite taille.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
37670,"Pérgê, en hittite Parcha ou Parha) est une cité antique, autrefois capitale de la Pamphylie, aujourd'hui située en Turquie, à Aksu, 17 km à l’est d’Antalya.",Pérgê est une cité antique située en Turquie.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
39344,"Roseanne Park (nom coréen : Park Chae-young, hangeul : ??? ; RR : Bagchaeyeong), mieux connue sous son nom de scène Rosé (hangeul : ??), est une chanteuse coréano-néo-zélandaise née le 11 février 1997 à Auckland en Nouvelle-Zélande.",Rosé est une chanteuse coréano-néo-zélandaise.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
36436,"Nicolas Penneteau est un footballeur français, né le 28 février 1981 à Marseille en France.",Nicolas Penneteau est un footballeur français.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
44740,"Une enchère est une « offre d’un prix supérieur à la mise à prix, ou au prix qu’un autre a déjà offert, en parlant des choses qui se vendent ou s’afferment au plus offrant ».",Une enchère est une offre d'un prix supérieur à la mise à prix.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
21444,"La tour de Pise (en italien : torre di Pisa) est le campanile de la cathédrale Notre-Dame de l’Assomption de Pise, en Toscane (Italie).",La tour de Pise est le campanile de la cathédrale de Pise.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
34120,"L'Organisation de l'armée secrète, ou Organisation armée secrète, surtout connue par le sigle OAS, est une organisation terroriste clandestine française proche de l'extrême droite créée le 11 février 1961 pour la défense de la présence française en Algérie par tous les moyens, y compris le terrorisme à grande échelle.",L'OAS est une organisation terroriste clandestine française.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
9226,"En écologie, un écosystème est un ensemble formé par une communauté d'êtres vivants en interaction (biocénose) avec leur environnement (biotope).",Un écosystème est un ensemble d'êtres vivants en interaction avec leur environnement.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
24620,"Le département du Jura (/?y.?a/[Note ) est un département français nommé d'après le massif du Jura, du gaulois juris qui signifie « forêt de montagne ».",Le département du Jura est un département français nommé d'après le massif du Jura.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
44332,"Une (étoile) hypergéante (c'est-à-dire une étoile de classe de luminosité 0) est une étoile de masse et de luminosité très élevées, qui possède un indice de perte de masse élevé.",Une étoile hypergéante est une étoile de masse et de luminosité très élevées.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
43720,"Un ogre (du latin orcus, « enfer », fém. ogresse) est un personnage de contes et traditions populaires, sorte de géant se nourrissant de chair fraîche et dévorant les petits enfants.",Un ogre est un personnage de contes qui se nourrit de chair fraîche.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
38702,"Rafiq Hariri ou Rafic Hariri (en arabe : ???? ???????), né le 1er novembre 1944 à Saïda et mort assassiné le 14 février 2005 à Beyrouth, est un homme d'affaires et homme d'État libanais, président du Conseil des ministres à deux reprises.",Rafiq Hariri était un homme d'affaires et homme d'État libanais.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
5309,"Chris Rock est un humoriste, acteur, réalisateur et producteur américain, né le 7 février 1965 à Andrews (en) (Caroline du Sud).","Chris Rock est un humoriste, acteur et producteur américain.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
26978,"Le Mouvement de l'École moderne est l'ensemble des enseignants qui suivent les impulsions pédagogiques et sociales de Célestin Freinet, de son épouse Élise et de leurs continuateurs.",Le Mouvement de l'École moderne est un ensemble d'enseignants qui suivent les impulsions pédagogiques de Célestin Freinet.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
127,"47 Tucanae (47 du Toucan en français ; 47 Tuc en abrégé), aussi désigné NGC 104 ou Caldwell 106, est un amas globulaire appartenant à notre galaxie, la Voie lactée, et situé dans la constellation du Toucan.",47 Tucanae est un amas globulaire situé dans la constellation du Toucan.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
37752,Phèdre est une tragédie en cinq actes et en vers de Jean Racine créée le 1er janvier 1677 à Paris sous le titre Phèdre et Hippolyte.,Phèdre est une tragédie en cinq actes et en vers de Jean Racine.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
7451,"Don Juan Don Giovanni, K. 527 (titre complet : Il dissoluto punito ossia il Don Giovanni ; titre français : Don Juan), est un opéra en deux actes et en langue italienne du genre « dramma giocoso » (« drame joyeux ») de Wolfgang Amadeus Mozart, créé à Prague le 29 octobre 1787, sur un livret de Lorenzo da Ponte inspiré du mythe de « don Juan ».",Don Juan est un opéra en deux actes et en langue italienne de Wolfgang Amadeus Mozart.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
7087,"Depuis novembre 2012, il poste des vidéos sur sa chaîne YouTube, orientée vers les jeux vidéo d'abord, avant de se diversifier et proposer des vlogs, ou encore des vidéos humoristiques.",Il poste des vidéos sur sa chaîne YouTube depuis 2012.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
11710,"Grenoble (prononcé /g??.n?bl/ Écouter ; en francoprovençal : Grenoblo) est une commune du Sud-Est de la France, située dans la région Auvergne-Rhône-Alpes, chef-lieu du département de l'Isère, ancienne capitale du Dauphiné.",Grenoble est une commune du Sud-Est de la France.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
45739,"Vieux bastion industriel, la ville de Trenton est la capitale de l’État du New Jersey, aux États-Unis.",Trenton est la capitale de l'État du New Jersey aux États-Unis.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
35553,"Mercedes-Benz (prononcé en allemand : /m???tse?d?s?b?nts/) est une marque allemande d'automobiles (modèles premium, de sport et de luxe), de camions, d'autocars et d'autobus indépendante fondée en 1926 par trois constructeurs : Daimler-Motoren-Gesellschaft, Mercedes et Benz &",Mercedes-Benz est une marque allemande d'automobiles.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
40186,"Selon le magazine Forbes, elle devient en mars 2019, à 21 ans, la plus jeune milliardaire de l’histoire, en excluant les héritiers, même si ce titre lui est retiré quelques mois plus tard.",Elle est devenue la plus jeune milliardaire de l'histoire en 2019.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
5498,"Claude Ponticelli, dit Claude Ponti, né le 22 novembre 1948 à Lunéville, en Lorraine, est un auteur de littérature de jeunesse et illustrateur français.",Claude Ponti est un auteur de littérature de jeunesse et illustrateur français.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
9643,"En métallurgie, un alliage est un mélange de plusieurs éléments chimiques, dont le principal constituant est un métal, et dont les caractéristiques sont celles d'un matériau métallique[note.",Un alliage est un mélange de plusieurs éléments chimiques.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
43605,"Un miracle est un fait extraordinaire, dépourvu d'explication scientifique, qui est alors vu comme surnaturel et attribué à une puissance divine.",Un miracle est un fait extraordinaire qui est vu comme surnaturel.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,Llama-3.1-70b-Versatile (via groq)
,,,,,,
