,source_index,original_sent,simplified_sent,prompt,Lev_distance
10,8950,"En 1992, le traité de Maastricht prend la suite de lActe unique et institue une union politique qui prend le nom dUnion européenne et qui prévoit la création d'une union économique et monétaire dotée dune monnaie unique, leuro ().","En 1992, le traité de Maastricht a créé l'Union européenne et a préparé l'arrivée de l'euro.",ChatGPT-4o,153
11,42314,"Tout comme dans la série de jeux vidéo, le but est de capturer des Pokémon.","Comme dans les jeux vidéo, le but est de capturer des Pokémon.",ChatGPT-4o,15
12,11888,"Hala Salamé, dite Léa Salamé, est une journaliste et animatrice audiovisuelle libano-française, née le 27 octobre 1979 à Beyrouth (Liban).",Léa Salamé est une journaliste et animatrice libano-française née à Beyrouth en 1979.,ChatGPT-4o,60
13,7639,"D'une superficie de 47 784 km2, elle est la cinquième plus vaste des treize régions de France métropolitaine et rassemble huit départements : la Côte-d'Or, le Doubs, la Haute-Saône, le Jura, la Nièvre, la Saône-et-Loire, le Territoire de Belfort et l'Yonne.","Avec 47 784 km², c'est la cinquième plus grande région de France et comprend huit départements.",ChatGPT-4o,180
14,26203,"Le latin (en latin : Lingua Lat?na ou Lat?na Lingua) est une langue italique de la famille des langues indo-européennes, parlée à l'origine par les Latins dans le Latium de la Rome antique.",Le latin est une langue ancienne parlée à l'origine par les Romains dans la région de Rome.,ChatGPT-4o,110
15,15286,"Jurassic Park 3 ou Le Parc jurassique III au Québec (Jurassic Park III) est un film américain de science-fiction réalisé par Joe Johnston, sorti en 2001.",Jurassic Park 3 est un film de science-fiction américain sorti en 2001.,ChatGPT-4o,87
16,45700,"Victor Robert Nataf, dit Victor Lanoux, est un acteur, producteur, scénariste et auteur de théâtre français, né le 18 juin 1936 à  Paris 14e et mort le 4 mai 2017 à Royan, commune de Vaux-sur-Mer.",Victor Lanoux était un acteur français né en 1936 à Paris et décédé en 2017.,ChatGPT-4o,131
17,26703,"Le mille marin, mille nautique, ou plus simplement nautique, (symbole MN ou NM  d'après l'anglais : nautical mile  ou M - sur les cartes marines françaises notamment ; parfois abrégé en nautique, Nq) est une unité de mesure de longueur utilisée en navigation maritime et aérienne, égale par convention à 1 852 mètres[a],.","Le mille nautique est une unité de mesure utilisée en mer et dans l'air, équivalant à 1 852 mètres.",ChatGPT-4o,243
18,46186,"Windows Aero est l'interface graphique et le thème par défaut dans la plupart des éditions de Windows Vista et Windows 7, des systèmes d'exploitation édités par Microsoft.",Windows Aero est l'interface graphique par défaut des systèmes d'exploitation Windows Vista et 7.,ChatGPT-4o,90
19,26022,"Le Kin-Ball est un sport collectif créé au Québec, développé par la compagnie Omnikin, en 1987.",Le Kin-Ball est un sport collectif inventé au Québec en 1987.,ChatGPT-4o,43
20,22472,"L'Arctique est la région entourant le pôle Nord de la Terre, à lintérieur et aux abords du cercle polaire arctique.",L'Arctique est la région autour du pôle Nord de la Terre.,ChatGPT-4o,63
21,18619,"La géologie est la science dont le principal objet d'étude est la Terre, et plus particulièrement la lithosphère.","La géologie est la science qui étudie la Terre, surtout sa partie solide, la lithosphère.",ChatGPT-4o,46
22,43316,"Un groupe musical, groupe de musique, ou plus simplement, un groupe, est un petit ensemble musical comprenant en général moins de dix musiciens, chanteurs ou instrumentistes.",Un groupe de musique est un petit ensemble de musiciens avec généralement moins de dix membres.,ChatGPT-4o,102
23,9313,"En France, la dixième saison est diffusée du 7 mars 2016 au 28 juillet 2017 sur Nickelodeon France.",La dixième saison de la série a été diffusée en France entre 2016 et 2017 sur Nickelodeon.,ChatGPT-4o,55
24,30529,"Le Yorkshire terrier, plus couramment appelé York, est une race de chien de petite taille appartenant au groupe des terriers et originaire du comté anglais du même nom.",Le Yorkshire terrier est une petite race de chien originaire de la région du Yorkshire en Angleterre.,ChatGPT-4o,100
25,37670,"Pérgê, en hittite Parcha ou Parha) est une cité antique, autrefois capitale de la Pamphylie, aujourd'hui située en Turquie, à Aksu, 17 km à lest dAntalya.","Pérgê est une ancienne ville en Turquie, autrefois capitale de la région de Pamphylie.",ChatGPT-4o,100
26,39344,"Roseanne Park (nom coréen : Park Chae-young, hangeul : ??? ; RR : Bagchaeyeong), mieux connue sous son nom de scène Rosé (hangeul : ??), est une chanteuse coréano-néo-zélandaise née le 11 février 1997 à Auckland en Nouvelle-Zélande.","Rosé, de son vrai nom Roseanne Park, est une chanteuse née en Nouvelle-Zélande en 1997.",ChatGPT-4o,174
27,36436,"Nicolas Penneteau est un footballeur français, né le 28 février 1981 à Marseille en France.",Nicolas Penneteau est un footballeur français né en 1981 à Marseille.,ChatGPT-4o,23
28,44740,"Une enchère est une « offre dun prix supérieur à la mise à prix, ou au prix quun autre a déjà offert, en parlant des choses qui se vendent ou safferment au plus offrant ».",Une enchère est une offre d'un prix plus élevé pour acheter un objet.,ChatGPT-4o,115
29,21444,"La tour de Pise (en italien : torre di Pisa) est le campanile de la cathédrale Notre-Dame de lAssomption de Pise, en Toscane (Italie).","La tour de Pise est une tour penchée située à Pise, en Italie.",ChatGPT-4o,84
30,34120,"L'Organisation de l'armée secrète, ou Organisation armée secrète, surtout connue par le sigle OAS, est une organisation terroriste clandestine française proche de l'extrême droite créée le 11 février 1961 pour la défense de la présence française en Algérie par tous les moyens, y compris le terrorisme à grande échelle.","L'OAS était une organisation terroriste d'extrême droite en France, active pour défendre la présence française en Algérie.",ChatGPT-4o,216
31,9226,"En écologie, un écosystème est un ensemble formé par une communauté d'êtres vivants en interaction (biocénose) avec leur environnement (biotope).",Un écosystème est un ensemble d'êtres vivants qui interagissent entre eux et avec leur environnement.,ChatGPT-4o,69
32,24620,"Le département du Jura (/?y.?a/[Note ) est un département français nommé d'après le massif du Jura, du gaulois juris qui signifie « forêt de montagne ».",Le Jura est un département français nommé d'après la chaîne de montagnes du Jura.,ChatGPT-4o,87
33,44332,"Une (étoile) hypergéante (c'est-à-dire une étoile de classe de luminosité 0) est une étoile de masse et de luminosité très élevées, qui possède un indice de perte de masse élevé.",Une hypergéante est une étoile très grosse et très lumineuse qui perd beaucoup de masse.,ChatGPT-4o,109
34,43720,"Un ogre (du latin orcus, « enfer », fém. ogresse) est un personnage de contes et traditions populaires, sorte de géant se nourrissant de chair fraîche et dévorant les petits enfants.",Un ogre est un personnage de conte qui mange des enfants.,ChatGPT-4o,128
35,38702,"Rafiq Hariri ou Rafic Hariri (en arabe : ???? ???????), né le 1er novembre 1944 à Saïda et mort assassiné le 14 février 2005 à Beyrouth, est un homme d'affaires et homme d'État libanais, président du Conseil des ministres à deux reprises.","Rafiq Hariri était un homme politique libanais, assassiné en 2005 à Beyrouth.",ChatGPT-4o,184
36,5309,"Chris Rock est un humoriste, acteur, réalisateur et producteur américain, né le 7 février 1965 à Andrews (en) (Caroline du Sud).",Chris Rock est un humoriste et acteur américain né en 1965.,ChatGPT-4o,71
37,26978,"Le Mouvement de l'École moderne est l'ensemble des enseignants qui suivent les impulsions pédagogiques et sociales de Célestin Freinet, de son épouse Élise et de leurs continuateurs.",Le Mouvement de l'École moderne est un groupe d'enseignants qui suivent les idées pédagogiques de Célestin Freinet.,ChatGPT-4o,79
38,127,"47 Tucanae (47 du Toucan en français ; 47 Tuc en abrégé), aussi désigné NGC 104 ou Caldwell 106, est un amas globulaire appartenant à notre galaxie, la Voie lactée, et situé dans la constellation du Toucan.","47 Tucanae est un amas d'étoiles situé dans la Voie lactée, dans la constellation du Toucan.",ChatGPT-4o,124
39,37752,Phèdre est une tragédie en cinq actes et en vers de Jean Racine créée le 1er janvier 1677 à Paris sous le titre Phèdre et Hippolyte.,Phèdre est une tragédie de Jean Racine créée en 1677.,ChatGPT-4o,79
40,7451,"Don Juan Don Giovanni, K. 527 (titre complet : Il dissoluto punito ossia il Don Giovanni ; titre français : Don Juan), est un opéra en deux actes et en langue italienne du genre « dramma giocoso » (« drame joyeux ») de Wolfgang Amadeus Mozart, créé à Prague le 29 octobre 1787, sur un livret de Lorenzo da Ponte inspiré du mythe de « don Juan ».","Don Giovanni est un opéra en italien composé par Mozart, créé en 1787 à Prague.",ChatGPT-4o,275
41,7087,"Depuis novembre 2012, il poste des vidéos sur sa chaîne YouTube, orientée vers les jeux vidéo d'abord, avant de se diversifier et proposer des vlogs, ou encore des vidéos humoristiques.","Depuis 2012, il publie des vidéos sur sa chaîne YouTube, d'abord sur les jeux vidéo, puis d'autres sujets.",ChatGPT-4o,100
42,11710,"Grenoble (prononcé /g??.n?bl/ Écouter ; en francoprovençal : Grenoblo) est une commune du Sud-Est de la France, située dans la région Auvergne-Rhône-Alpes, chef-lieu du département de l'Isère, ancienne capitale du Dauphiné.","Grenoble est une ville du sud-est de la France, capitale de l'Isère.",ChatGPT-4o,164
43,45739,"Vieux bastion industriel, la ville de Trenton est la capitale de lÉtat du New Jersey, aux États-Unis.","Trenton est la capitale de l'État du New Jersey, aux États-Unis.",ChatGPT-4o,39
44,35553,"Mercedes-Benz (prononcé en allemand : /m???tse?d?s?b?nts/) est une marque allemande d'automobiles (modèles premium, de sport et de luxe), de camions, d'autocars et d'autobus indépendante fondée en 1926 par trois constructeurs : Daimler-Motoren-Gesellschaft, Mercedes et Benz &","Mercedes-Benz est une marque allemande de voitures de luxe, de camions et de bus, fondée en 1926.",ChatGPT-4o,187
45,40186,"Selon le magazine Forbes, elle devient en mars 2019, à 21 ans, la plus jeune milliardaire de lhistoire, en excluant les héritiers, même si ce titre lui est retiré quelques mois plus tard.","En 2019, elle devient la plus jeune milliardaire de l'histoire selon Forbes, mais perd ce titre plus tard.",ChatGPT-4o,100
46,5498,"Claude Ponticelli, dit Claude Ponti, né le 22 novembre 1948 à Lunéville, en Lorraine, est un auteur de littérature de jeunesse et illustrateur français.",Claude Ponti est un auteur français de livres pour enfants né en 1948.,ChatGPT-4o,111
47,9643,"En métallurgie, un alliage est un mélange de plusieurs éléments chimiques, dont le principal constituant est un métal, et dont les caractéristiques sont celles d'un matériau métallique[note.",Un alliage est un mélange de métaux avec d'autres éléments pour en faire un nouveau matériau.,ChatGPT-4o,125
48,43605,"Un miracle est un fait extraordinaire, dépourvu d'explication scientifique, qui est alors vu comme surnaturel et attribué à une puissance divine.","Un miracle est un événement extraordinaire sans explication scientifique, attribué à une force divine.",ChatGPT-4o,63
49,28021,"Le plateau tibétain est un vaste ensemble de plateaux situé en Asie centrale, au nord de l'Himalaya, dont la majeure partie est située en République populaire de Chine et quelques parties le sont en Birmanie, au Bhoutan, au Népal et en Inde.","Le plateau tibétain est une grande région de hauts plateaux en Asie centrale, surtout en Chine.",ChatGPT-4o,167
50,7397,Doctor Who (trad. litt. : « Docteur Qui ») est une série télévisée britannique de science-fiction créée par Sydney Newman et Donald Wilson et diffusée depuis le 23 novembre 1963 sur BBC One.,Doctor Who est une série télévisée de science-fiction britannique diffusée depuis 1963.,ChatGPT-4o,108
51,7012,"Demain, dès laube, à lheure où blanchit la campagne, ou plus simplement Demain, dès laube, est lun des plus célèbres poèmes de Victor Hugo, publié en 1856 dans le recueil Les Contemplations.","Demain, dès laube est un célèbre poème de Victor Hugo publié en 1856.",ChatGPT-4o,125
52,4438,C'est la seule autoroute française située en dehors de la métropole.,C'est la seule autoroute française qui se trouve en dehors de la métropole.,ChatGPT-4o,9
53,43320,"Un guichet automatique bancaire (GAB) en France, guichet automatique au Québec, bancomat en Suisse et en Vallée d'Aoste, Bancontact (ou MisterCash) en Belgique, gabier à la Réunion est un appareil électronique et électromécanique permettant d'effectuer des transactions bancaires en libre-service.",Un guichet automatique est une machine qui permet de faire des transactions bancaires sans l'aide d'un employé.,ChatGPT-4o,219
54,6743,"Dans un système informatique, un firmware (ou micrologiciel, microprogramme,, microcode, logiciel interne ou encore logiciel embarqué) est un programme intégré dans un matériel informatique (ordinateur, photocopieur, automate (API, APS), disque dur, routeur, appareil photo numérique, etc.) pour qu'il puisse fonctionner.",Un firmware est un programme qui aide le matériel informatique à fonctionner.,ChatGPT-4o,255
55,19543,"La mer Caspienne est une vaste étendue d'eau située en Asie occidentale, principalement alimentée par la Volga, issue de la fermeture dune mer océanique ancienne, l'océan ou mer Paratéthys.","La mer Caspienne est une grande étendue d'eau en Asie occidentale, alimentée par la Volga.",ChatGPT-4o,105
56,14921,"Joan-Enric Vives i Sicília (né le 24 juillet 1949 à Barcelone) est un prélat et homme d'État espagnol, archevêque-évêque d'Urgell et ex officio coprince d'Andorre depuis 2003.",Joan-Enric Vives i Sicília est un évêque espagnol et coprince d'Andorre depuis 2003.,ChatGPT-4o,95
57,26076,"Le Kuduro (graphie alternative de cu duro, littéralement « cul dur » en français) est un genre de musique et un genre de danse originaire de l'Angola.",Le Kuduro est un style de musique et de danse originaire d'Angola.,ChatGPT-4o,87
58,9496,"En grammaire, le participe est un mode du verbe qui lui donne les caractéristiques d'un adjectif.","En grammaire, le participe est une forme du verbe qui fonctionne comme un adjectif.",ChatGPT-4o,30
59,30948,"Léonard est une série télévisée d'animation 3D française en 78 épisodes de 8 minutes, adaptée de la bande dessinée homonyme de Bob de Groot et Turk et diffusée à partir du 25 décembre 2009 sur Canal J puis rediffusée sur Gulli.",Léonard est une série télévisée française en 3D adaptée d'une bande dessinée.,ChatGPT-4o,156
60,25265,"Le futurisme est un mouvement littéraire et artistique européen du début du XXe siècle (de 1910 à 1920), qui rejette la tradition esthétique et exalte le monde moderne, en particulier la civilisation urbaine, les machines et la vitesse.",Le futurisme est un mouvement artistique du début du XXe siècle qui célèbre la modernité et la vitesse.,ChatGPT-4o,140
61,16339,Libadisme (arabe : ???????? al-ib??iyya) est une tendance de l'islam fondée moins de cinquante ans après la mort du prophète Mahomet.,L'ibadisme est une branche de l'islam fondée peu après la mort du prophète Mahomet.,ChatGPT-4o,57
62,37988,"Pieuvre veinée, Pieuvre noix de coco Amphioctopus marginatus (syn. et ancien nom Octopus marginatus) est un poulpe vivant dans les eaux tropicales de la partie est du Pacifique.",La pieuvre veinée est un poulpe qui vit dans les eaux chaudes du Pacifique.,ChatGPT-4o,116
63,9899,"Entre 1905 et 1909, il a produit onze prototypes dont le fameux Blériot XI avec lequel il est le premier à traverser la Manche en avion le 25 juillet 1909.","Entre 1905 et 1909, Blériot a produit 11 prototypes d'avion, dont un qui a traversé la Manche en 1909.",ChatGPT-4o,79
64,35534,"Mené par les scientifiques britanniques, les sociétés pétrolières et les Combined Operations avec l'appui du Petroleum Warfare Department, le projet a été développé par AC Hartley, ingénieur-chef de l'AIOC (Anglo-Iranian Oil Company, aujourd'hui connue sous le nom de British Petroleum Company).",Un projet a été développé par des scientifiques et compagnies pétrolières avec l'aide de l'armée britannique.,ChatGPT-4o,234
65,10286,"Faenza est une ville d'environ 58 000 habitants, située dans la province de Ravenne en Émilie-Romagne, dans le nord-est de l'Italie.",Faenza est une ville italienne d'environ 58 000 habitants située dans le nord-est de l'Italie.,ChatGPT-4o,59
66,16399,"Lingvaeonique est nommé daprès les Ingaevones, un groupe culturel germanique occidental ou une proto-tribu qui vivait le long de la côte de la mer du Nord.",Lingvaeonique est une langue germanique parlée le long de la côte de la mer du Nord.,ChatGPT-4o,79
67,18927,"La Haute-Loire (/ot(?).lwa?/[Note ) est un département français situé en région Auvergne-Rhône-Alpes, dans le sud-est du Massif central.",La Haute-Loire est un département français situé dans la région Auvergne-Rhône-Alpes.,ChatGPT-4o,62
68,17192,"La ceinture de Kuiper (parfois appelée ceinture d'Edgeworth-Kuiper, prononcé en néerlandais : /?kyp?r/) est une zone du Système solaire s'étendant au-delà de l'orbite de Neptune, entre 30 et 55 unités astronomiques (ua).",La ceinture de Kuiper est une région du système solaire située après l'orbite de Neptune.,ChatGPT-4o,144
69,13480,Il fait suite au jeu Peggle sorti en 2007.,"Ce jeu est la suite de Peggle, sorti en 2007.",ChatGPT-4o,17
70,3398,"Bruce Springsteen, né le 23 septembre 1949 à Long Branch (New Jersey), est un auteur-compositeur-interprète et guitariste américain.",Bruce Springsteen est un chanteur et guitariste américain né en 1949.,ChatGPT-4o,87
71,7866,Edubuntu est un système d'exploitation basé sur la distribution GNU/ Linux Ubuntu comprenant un ensemble de logiciels libres dédiés à l'éducation.,"Edubuntu est un système d'exploitation basé sur Ubuntu, conçu pour l'éducation.",ChatGPT-4o,72
72,30471,"Le West Highland White terrier, plus couramment appelé Westie, est une race de chiens d'origine écossaise connue pour sa personnalité.","Le West Highland White terrier, ou Westie, est un petit chien d'origine écossaise.",ChatGPT-4o,56
73,10837,"François Mitterrand [f???swa mit????][n  Écouter, né le 26 octobre 1916 à Jarnac (Charente) et mort le 8 janvier 1996 à Paris, est un homme d'État français, président de la République du 21 mai 1981 au 17 mai 1995.",François Mitterrand a été président de la France de 1981 à 1995.,ChatGPT-4o,158
74,43386,Un hôtel est un établissement commercial qui offre un service d'hébergement payant en chambres meublées à une clientèle de passage.,Un hôtel est un lieu où l'on peut louer une chambre pour dormir.,ChatGPT-4o,86
75,25377,"Le glacier d'Aletsch est le plus grand glacier des Alpes, situé dans le sud de la Suisse dans le canton du Valais.","Le glacier d'Aletsch est le plus grand glacier des Alpes, situé en Suisse.",ChatGPT-4o,41
76,800,"Albator (?????, H?rokku?, Harlock en version originale) est un personnage de fiction créé par Leiji Matsumoto en 1969 dans le manga Dai-kaizoku Harlock.",Albator est un personnage de fiction créé dans un manga en 1969.,ChatGPT-4o,96
77,18291,"La fermentation lactique, ou lacto-fermentation, est un mode de fermentation (production  d'énergie anaérobie) qui, en présence de glucides et de bactéries spécifiques (les ferments lactiques), induit la formation d'acide lactique.",La fermentation lactique est un processus qui produit de l'acide lactique à partir de glucides et de bactéries.,ChatGPT-4o,150
78,33410,"LGBT, ou LGBTQIA+, sont des sigles utilisés pour qualifier les personnes lesbiennes, gays, bisexuelles, trans, queers, intersexes et asexuelles, c'est-à-dire pour désigner des personnes non hétérosexuelles, non cisgenres ou non dyadiques.",LGBTQIA+ est un terme qui désigne des personnes non hétérosexuelles ou non cisgenres.,ChatGPT-4o,160
79,16523,"Luniversité Paris-Nanterre (anciennement Paris-X,) est une université française multidisciplinaire, spécialisée dans les sciences économiques, les sciences humaines et sociales, le droit, les lettres, la psychologie et les sciences politiques.",L'université Paris-Nanterre est une université française spécialisée en sciences humaines et sociales.,ChatGPT-4o,143
80,14175,"Isabelle dOrléans  de son nom de naissance, Isabelle Françoise Hélène Marie dOrléans , qui a porté successivement les titres de courtoisie par mariage de comtesse Bruno dHarcourt puis de princesse Pierre Murat,  est née le 27 novembre 1900 à Paris (dans le VIIIe arrondissement) et morte le 12 février 1983, à Louveciennes (Yvelines).",Isabelle d'Orléans était une aristocrate française née en 1900 et morte en 1983.,ChatGPT-4o,268
81,28419,"Le prix Goncourt est un prix littéraire français récompensant des auteurs d'expression française, créé par le testament d'Edmond de Goncourt en 1892.",Le prix Goncourt est un prix littéraire français créé en 1892.,ChatGPT-4o,87
82,28190,"Le Portugal fait bonne figure à domicile en parvenant en finale du tournoi, ceci malgré un départ raté contre la Grèce ; les Portugais éliminent la Russie, l'Espagne, l'Angleterre (aux tirs au but) et les Pays-Bas mais perdent la finale 1-0 contre la grande surprise du tournoi : la Grèce qui aura écarté coup sur coup la France et la Tchéquie avant de battre, encore une fois et cette fois-ci en finale, le Portugal.","Le Portugal est arrivé en finale du tournoi de football malgré un mauvais départ contre la Grèce, qui a finalement gagné.",ChatGPT-4o,321
83,44986,"Une maladie chronique (du grec ancien : ?????? / krónos, « temps ») désigne une maladie dont les effets persistent dans le temps, en général plus de trois mois.",Une maladie chronique est une maladie qui dure plus de trois mois.,ChatGPT-4o,98
84,19647,"La Momie (The Mummy) est un film américano-sino-japonais réalisé par Alex Kurtzman, sorti en 2017.","La Momie est un film sorti en 2017, réalisé par Alex Kurtzman.",ChatGPT-4o,48
85,7439,"Dominique-Jean Larrey, baron Larrey et de l'Empire, est un médecin et chirurgien militaire français, père de la médecine d'urgence, né le 8 juillet 1766 à Beaudéan dans la province de Gascogne de l'Ancien régime, actuellement dans les Hautes-Pyrénées et mort à Lyon le 25 juillet 1842.",Dominique-Jean Larrey était un chirurgien militaire français et le père de la médecine d'urgence.,ChatGPT-4o,199
86,43079,"Un cupcake (anglicisme), petit gâteau ou gâtelet (ou fairy cake, « gâteau de fée » comme il est connu en Angleterre) est un petit gâteau d'origine américaine souvent très coloré en portion individuelle, ayant la forme du muffin.",Un cupcake est un petit gâteau individuel originaire des États-Unis.,ChatGPT-4o,176
87,19851,La naturalisation est lacquisition dune nationalité ou dune citoyenneté par un individu qui ne la possède pas par sa naissance.,La naturalisation est le fait d'obtenir une nationalité différente de celle de naissance.,ChatGPT-4o,68
88,11467,"Giovanni Battista Draghi dit Pergolesi en italien, Jean-Baptiste Pergolèse sous sa forme francisée, né le 4 janvier 1710 à Jesi, dans la province dAncône, dans les Marches italiennes alors partie des États pontificaux et mort le 17 mars 1736 à Pouzzoles près de Naples, est un compositeur italien de la période baroque, représentant important de l'école napolitaine, principalement dans le domaine de l'opera buffa.",Pergolesi était un compositeur italien du XVIIIe siècle connu pour ses opéras comiques.,ChatGPT-4o,351
89,3101,"Black Lives Matter (/blæk la?vz ?mæt?/; BLM)  qui se traduit par « les vies noires comptent » ou « la vie des Noirs compte »  est un mouvement politique né en 2013 aux États-Unis au sein de la communauté afro-américaine, qui milite contre le racisme systémique envers les Noirs.",Black Lives Matter est un mouvement politique né en 2013 aux États-Unis contre le racisme envers les Noirs.,ChatGPT-4o,173
90,8039,"Elle a donné son nom à l'historique comté de Hainaut et plus récemment à la province de Hainaut, une des dix provinces de Belgique.",Le comté de Hainaut a donné son nom à une province de Belgique.,ChatGPT-4o,79
91,36250,Naver est également constamment appelé «Google de la Corée du Sud».,"Naver est souvent surnommé le ""Google de la Corée du Sud"".",ChatGPT-4o,22
92,30049,"Le traité d'amitié franco-allemand (en allemand : deutsch-französischer Freundschaftsvertrag), dit traité de l'Élysée (Élysée-Vertrag), est un traité bilatéral entre la République fédérale d'Allemagne et la République française signé au palais de l'Élysée le 22 janvier 1963 par le chancelier allemand, Konrad Adenauer, et le président français, Charles de Gaulle.",Le traité de l'Élysée est un accord de coopération entre la France et l'Allemagne signé en 1963.,ChatGPT-4o,294
93,25817,"Le jeu d'échecs, ou les échecs, (prononcé : /e.??k/) est un jeu de société (parfois considéré comme un sport dans certains pays du monde, dont la France) opposant deux joueurs de part et d'autre d'un tablier appelé « échiquier » composé de soixante-quatre cases, 32 claires et 32 sombres nommées les cases blanches et les cases noires.",Les échecs sont un jeu de société opposant deux joueurs sur un plateau de 64 cases.,ChatGPT-4o,258
94,44565,"Une cheminée volcanique est un conduit éruptif créé par l'ascension des magmas d'une chambre magmatique jusqu'à la surface d'un cratère volcanique et par lequel sont émis les produits volcaniques (gaz, laves et projections).",Une cheminée volcanique est un passage par lequel la lave et les gaz sortent d'un volcan.,ChatGPT-4o,152
95,36196,"Nancy Patricia Pelosi, née D'Alesandro, est une femme politique américaine, née le 26 mars 1940 à Baltimore.",Nancy Pelosi est une femme politique américaine née en 1940.,ChatGPT-4o,49
96,26292,"Le Livre de Jérémie (??????????? Yirm?y?h?) est un livre du Tanakh et de l'Ancien Testament, écrit selon la tradition juive et chrétienne par le prophète Jérémie.",Le Livre de Jérémie est un texte religieux de la Bible écrit par le prophète Jérémie.,ChatGPT-4o,91
97,38375,Power Rangers est une franchise de médias américaine fondée sur une équipe de super-héros.,Power Rangers est une série de super-héros américaine.,ChatGPT-4o,53
98,13944,"Ils étaient initialement cinq, avec Smaïn et Seymour Brussel qui quittent le groupe un peu plus d'un an après sa création.","Le groupe initial comprenait cinq membres, dont Smaïn et Seymour Brussel qui sont partis après un an.",ChatGPT-4o,70
99,16858,"La Bohême (?echy en tchèque, Böhmen en allemand) est une région historique d'Europe centrale, actuellement l'une des composantes de la Tchéquie avec la Moravie et une petite fraction de la Silésie.","La Bohême est une région historique d'Europe centrale, maintenant une partie de la Tchéquie avec la Moravie et une petite partie de la Silésie.",ChatGPT-4o,67
